pvpTypename,battleType,usedtime,eventtime,mapName,myPlayCamp,heroUrl,equipmentUrl,equiDetailUrl,sNum,banHeroInfo,h5TeamAnaParam,tarRoleSimpleInfo,hideDetail,strategyInfo,similarMatchInfo,analyseUrl,msdkToken,BlueScore,RedScore,eolType,win,eolRight,BlueGrade,RedGrade,gradeType,gradeTrue,,,,
5v5,5,12,2020/7/15 23:27,王者峡谷,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,[],"{'gameSeq': '1594826740', 'relaySvrEntity': '823722243', 'gameSvrEntity': '53306', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '武汉ES.Cat', 'tipsContent': '孙膑的大招可以沉默敌人打断敌人技能，注意看好时机', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 7328, 'newBattle': 10742, 'newSurvive': 10576, 'newHurtHero': 9511, 'newKDA': 11015, 'roleName': '喜芒芒莓莓', 'userId': None}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594826740&relaysvrentity=823722243&gamesvrentity=53306&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,IdtN0ueB,229355,226040,掉分局,lose,TRUE,97,73,掉分局,TRUE,,10,16,26
5v5,5,29,2020/7/15 23:41,王者峡谷,blue,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,[],"{'gameSeq': '1594827611', 'relaySvrEntity': '1880686851', 'gameSvrEntity': '53417', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '小妲己', 'tipsContent': '孙悟空加速移动时会有一次技能抵挡的效果，要小心哦！', 'userId': 0, 'roleId': 0, 'sceneID': 5}","{'newGrow': 11723, 'newBattle': 10755, 'newSurvive': 11623, 'newHurtHero': 12000, 'newKDA': 11512, 'roleName': '长安归故里iI', 'userId': 540307325}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594827611&relaysvrentity=1880686851&gamesvrentity=53417&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,Qa7gc5UV,228082,251503,掉分局,win,FALSE,80,97,掉分局,FALSE,,8,20,28
5v5,5,12,2020/7/15 23:27,王者峡谷,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,[],"{'gameSeq': '1594826740', 'relaySvrEntity': '823722243', 'gameSvrEntity': '53306', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '武汉ES.Cat', 'tipsContent': '孙膑的大招可以沉默敌人打断敌人技能，注意看好时机', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 7328, 'newBattle': 10742, 'newSurvive': 10576, 'newHurtHero': 9511, 'newKDA': 11015, 'roleName': '喜芒芒莓莓', 'userId': None}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594826740&relaysvrentity=823722243&gamesvrentity=53306&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,0wd2AFET,229355,226040,掉分局,lose,TRUE,97,73,掉分局,TRUE,,,,
5v5,5,21,2020/7/15 20:01,王者峡谷,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,[],"{'gameSeq': '1594814393', 'relaySvrEntity': '1679426051', 'gameSvrEntity': '51585', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '小妲己', 'tipsContent': '牛魔2、3技能均有击飞效果，配合起来使用可以提供持久控制。', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 8917, 'newBattle': 11326, 'newSurvive': 8142, 'newHurtHero': 7016, 'newKDA': 10212, 'roleName': '明真碳骚年团', 'userId': 2125153798}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594814393&relaysvrentity=1679426051&gamesvrentity=51585&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,CIbyH4uQ,259368,228476,掉分局,lose,TRUE,100,87,掉分局,TRUE,,0.481481481,,
5v5,16,14,2020/7/11 19:28,排位赛,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,"{'camp1': [{'heroId': '508', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/7224/97fe29801a7ccfaeacf8d225221e26d3/0'}, {'heroId': '167', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/7408/4fa886de819280ba7301c10423e0287c/0'}], 'camp2': [{'heroId': '509', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/5403/ef3394bbec80e3c402771627c73b5a9d/0'}, {'heroId': '153', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/201703m3/8c1a4fde2995bfe85bc5aee8d45322ae/0'}]}","{'gameSeq': '1594466763', 'relaySvrEntity': '1880687363', 'gameSvrEntity': '19762', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '武汉ES.Cat', 'tipsContent': '孙膑的二技能可以回血并减少冷却，在队友多的地方放是个好选择', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 8354, 'newBattle': 10899, 'newSurvive': 11757, 'newHurtHero': 11523, 'newKDA': 11304, 'roleName': '让我躺上分吧', 'userId': None}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594466763&relaysvrentity=1880687363&gamesvrentity=19762&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,rjL1DkZa,286484,287145,上分局,lose,FALSE,95,82,掉分局,TRUE,,,,
5v5,16,9,2020/7/11 17:18,排位赛,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,"{'camp1': [{'heroId': '505', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/3016/9494181467aec1914b8a70e3282d5575/0'}, {'heroId': '131', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/33574/7ef719b6228bd987671fdec3fe71aaeb/0'}], 'camp2': [{'heroId': '508', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/7224/97fe29801a7ccfaeacf8d225221e26d3/0'}, {'heroId': '184', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/8951/efe1ffab64e8353a3902fdbfff99e0e6/0'}]}","{'gameSeq': '1594458929', 'relaySvrEntity': '-619183869', 'gameSvrEntity': '19028', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '虎牙心态', 'tipsContent': '极影加上极寒风暴搭配铭文虚空，缩减技能冷却的同时提高自身坦度', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 6893, 'newBattle': 11772, 'newSurvive': 11994, 'newHurtHero': 10989, 'newKDA': 11814, 'roleName': '?青木大叔?', 'userId': None}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594458929&relaysvrentity=-619183869&gamesvrentity=19028&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,PMAsLBdU,311959,244329,掉分局,lose,TRUE,103,71,掉分局,TRUE,,,,
5v5,12,11,2020/7/10 17:04,排位赛(双排),blue,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,"{'camp1': [{'heroId': '508', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/7224/97fe29801a7ccfaeacf8d225221e26d3/0'}, {'heroId': '505', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/3016/9494181467aec1914b8a70e3282d5575/0'}], 'camp2': [{'heroId': '184', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/8951/efe1ffab64e8353a3902fdbfff99e0e6/0'}, {'heroId': '153', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/201703m3/8c1a4fde2995bfe85bc5aee8d45322ae/0'}]}","{'gameSeq': '1594371704', 'relaySvrEntity': '-1927741181', 'gameSvrEntity': '10454', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '企鹅耀神', 'tipsContent': '团战要时刻小心对方刺客来切，二技能一定要看准时机释放', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 11638, 'newBattle': 10754, 'newSurvive': 11526, 'newHurtHero': 12000, 'newKDA': 11262, 'roleName': '峡谷?峡谷', 'userId': 538930036}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594371704&relaysvrentity=-1927741181&gamesvrentity=10454&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,69glD7ec,247462,220011,上分局,win,TRUE,69,83,掉分局,FALSE,,,,
5v5,16,15,2020/7/9 20:23,排位赛,blue,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,"{'camp1': [{'heroId': '508', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/7224/97fe29801a7ccfaeacf8d225221e26d3/0'}, {'heroId': '116', 'campId': '1', 'heroIcon': 'http://shp.qpic.cn/tgos/9460/67c153b416a3b2bc2bb357dce2ed970c/0'}], 'camp2': [{'heroId': '184', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/8951/efe1ffab64e8353a3902fdbfff99e0e6/0'}, {'heroId': '199', 'campId': '2', 'heroIcon': 'http://shp.qpic.cn/tgos/14259/0a8ca6dc16b0c8fc1d03f88676e9ed73/0'}]}","{'gameSeq': '1594297226', 'relaySvrEntity': '-350616829', 'gameSvrEntity': '4616', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '呆阿拿', 'tipsContent': '刘禅的大招转塔可以给自己回血', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 9687, 'newBattle': 11537, 'newSurvive': 10862, 'newHurtHero': 8825, 'newKDA': 11723, 'roleName': '@凛冬将至@…', 'userId': 2139847708}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1594297226&relaysvrentity=-350616829&gamesvrentity=4616&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,w6S4MHog,249181,257284,掉分局,win,FALSE,68,81,掉分局,FALSE,,,,
5v5,5,21,2020/7/4 0:46,王者峡谷,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,[],"{'gameSeq': '1593794669', 'relaySvrEntity': '604963332', 'gameSvrEntity': '527151', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '小棉花', 'tipsContent': '刘禅带上干扰，越塔强杀时会让对方措手不及哦', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 10460, 'newBattle': 10735, 'newSurvive': 11184, 'newHurtHero': 8395, 'newKDA': 11876, 'roleName': '星星为谁亮', 'userId': 360037220}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593794669&relaysvrentity=604963332&gamesvrentity=527151&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,gaJKorQe,232384,236426,上分局,lose,FALSE,98,77,掉分局,TRUE,,,,
5v5,5,20,2020/7/3 23:30,王者峡谷,red,https://camp.qq.com/h5/webdist/hero-detail.html?isNavigationBarHidden=1&heroid=*,http://ossweb-img.qq.com/images/bangbang/mobile/wzry/equip/*.png?v=1,https://h5.kohsocialapp.qq.com/app/yxzj/equip/equipdetail_small/,0,[],"{'gameSeq': '1593790145', 'relaySvrEntity': '-2029059325', 'gameSvrEntity': '589939', 'playerID': '242079734'}","{'roleIcon': 'https://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wjyeb64Xib51q6AOiadWbsMwWRAERrwFmcvR0GlRzkqGQ/96', 'job': 14, 'userId': 1886577950, 'roleName': '清兵啊别打团', 'roleId': 2386193908, 'playerId': '242079734'}",0,"{'strStrategySrc': '成都AG.一诺', 'tipsContent': '钟无艳2技能中心双倍伤害十分爆炸，尽量保证2技能能够中心命中', 'userId': 0, 'roleId': 0, 'sceneID': 3}","{'newGrow': 10368, 'newBattle': 10483, 'newSurvive': 10314, 'newHurtHero': 11001, 'newKDA': 11312, 'roleName': '\u2060\u2005\u3000\u2062', 'userId': 417488344}",https://camp.qq.com/h5/webdist/team-analyzev2.html?gameseq=1593790145&relaysvrentity=-2029059325&gamesvrentity=589939&playerid=242079734&roleName=清兵啊别打团&sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&uniqueRoleId=2386193908&roleId=242079734,bv9rCgSR,255717,256907,上分局,lose,FALSE,93,72,掉分局,TRUE,,,,
